,Recording timestamp,Computer timestamp,Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration,Timeline name,Recording Fixation filter name,Recording software version,Recording resolution height,Recording resolution width,Recording monitor latency,Eyetracker timestamp,Event,Event value,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,Validity left,Validity right,Eye position left X (DACSmm),Eye position left Y (DACSmm),Eye position left Z (DACSmm),Eye position right X (DACSmm),Eye position right Y (DACSmm),Eye position right Z (DACSmm),Gaze point left X (DACSmm),Gaze point left Y (DACSmm),Gaze point right X (DACSmm),Gaze point right Y (DACSmm),Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Gaze point left X (MCSnorm),Gaze point left Y (MCSnorm),Gaze point right X (MCSnorm),Gaze point right Y (MCSnorm),Presented Stimulus name,Presented Media name,Presented Media width,Presented Media height,Presented Media position X (DACSpx),Presented Media position Y (DACSpx),Original Media width,Original Media height,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Fixation point X (MCSnorm),Fixation point Y (MCSnorm),Mouse position X,Mouse position Y
249594,10231968,8479131225,,Test group experiment,29.10.2020,Participant0007,Recording25,20.10.2020,20.10.2020,14:19:28.300,12:19:28.300,54123,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",,Eye tracker Calibration end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fixation,167.0,30.0,1438.0,62.0,"0,8205","0,0576",,
249595,10231968,8479131225,,Test group experiment,29.10.2020,Participant0007,Recording25,20.10.2020,20.10.2020,14:19:28.300,12:19:28.300,54123,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",,ImageStimulusStart,103111957_1133015250388940_5990313860353693579_n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fixation,167.0,30.0,1438.0,62.0,"0,8205","0,0576",,
249596,10233614,8479132871,Eye Tracker,Test group experiment,29.10.2020,Participant0007,Recording25,20.10.2020,20.10.2020,14:19:28.300,12:19:28.300,54123,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",8149009385.0,,,1449.0,33.0,1405.0,51.0,1494.0,14.0,"0,36951","-0,12658","-0,92057","0,28627","-0,14370","-0,94731","4,89","4,81",Valid,Valid,"195,6","78,9","472,1","262,8","77,5","484,9","385,1","13,9","409,3","3,9","0,8278","0,0302","0,7982","0,0472","0,8574","0,0132",103111957_1133015250388940_5990313860353693579_n,103111957_1133015250388940_5990313860353693579_n.jpg,1493.0,1080.0,214.0,0.0,2000.0,1447.0,Fixation,167.0,30.0,1438.0,62.0,"0,8205","0,0576",,
249597,10241919,8479141176,Eye Tracker,Test group experiment,29.10.2020,Participant0007,Recording25,20.10.2020,20.10.2020,14:19:28.300,12:19:28.300,54123,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",8149017689.0,,,1447.0,34.0,1402.0,44.0,1492.0,24.0,"0,36774","-0,13023","-0,92077","0,28604","-0,13977","-0,94797",,,Valid,Valid,"195,7","78,9","471,8","262,9","77,8","484,1","384,1","12,1","409,0","6,4","0,8262","0,0314","0,7958","0,0410","0,8566","0,0218",103111957_1133015250388940_5990313860353693579_n,103111957_1133015250388940_5990313860353693579_n.jpg,1493.0,1080.0,214.0,0.0,2000.0,1447.0,Fixation,167.0,30.0,1438.0,62.0,"0,8205","0,0576",,
249598,10250254,8479149511,Eye Tracker,Test group experiment,29.10.2020,Participant0007,Recording25,20.10.2020,20.10.2020,14:19:28.300,12:19:28.300,54123,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",8149026024.0,,,1394.0,63.0,1394.0,63.0,,,"0,36469","-0,12064","-0,92328",,,,,,Valid,Invalid,"195,7","79,0","471,8",,,,"382,0","17,4",,,"0,7906","0,0588","0,7906","0,0588",,,103111957_1133015250388940_5990313860353693579_n,103111957_1133015250388940_5990313860353693579_n.jpg,1493.0,1080.0,214.0,0.0,2000.0,1447.0,Fixation,167.0,30.0,1438.0,62.0,"0,8205","0,0576",,
249599,10258586,8479157843,Eye Tracker,Test group experiment,29.10.2020,Participant0007,Recording25,20.10.2020,20.10.2020,14:19:28.300,12:19:28.300,54123,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",8149034355.0,,,1442.0,52.0,1398.0,76.0,1487.0,29.0,"0,36665","-0,11411","-0,92334","0,28419","-0,13879","-0,94867","4,80","4,79",Valid,Valid,"195,8","79,0","471,7","262,9","78,5","482,8","383,1","20,7","407,5","7,9","0,8232","0,0483","0,7933","0,0700","0,8530","0,0266",103111957_1133015250388940_5990313860353693579_n,103111957_1133015250388940_5990313860353693579_n.jpg,1493.0,1080.0,214.0,0.0,2000.0,1447.0,Fixation,167.0,30.0,1438.0,62.0,"0,8205","0,0576",,
249600,10266946,8479166203,Eye Tracker,Test group experiment,29.10.2020,Participant0007,Recording25,20.10.2020,20.10.2020,14:19:28.300,12:19:28.300,54123,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",8149042715.0,,,1444.0,57.0,1398.0,84.0,1489.0,31.0,"0,36693","-0,11008","-0,92371","0,28522","-0,13867","-0,94838",,,Valid,Valid,"195,9","79,1","471,6","263,1","78,9","482,0","383,2","22,9","408,0","8,4","0,8240","0,0529","0,7937","0,0774","0,8542","0,0284",103111957_1133015250388940_5990313860353693579_n,103111957_1133015250388940_5990313860353693579_n.jpg,1493.0,1080.0,214.0,0.0,2000.0,1447.0,Fixation,167.0,30.0,1438.0,62.0,"0,8205","0,0576",,
249601,10275254,8479174511,Eye Tracker,Test group experiment,29.10.2020,Participant0007,Recording25,20.10.2020,20.10.2020,14:19:28.300,12:19:28.300,54123,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",8149051023.0,,,1405.0,81.0,1405.0,81.0,,,"0,36987","-0,11192","-0,92232",,,,,,Valid,Invalid,"195,9","79,3","471,5",,,,"385,0","22,1",,,"0,7980","0,0748","0,7980","0,0748",,,103111957_1133015250388940_5990313860353693579_n,103111957_1133015250388940_5990313860353693579_n.jpg,1493.0,1080.0,214.0,0.0,2000.0,1447.0,Fixation,167.0,30.0,1438.0,62.0,"0,8205","0,0576",,
249602,10283613,8479182870,Eye Tracker,Test group experiment,29.10.2020,Participant0007,Recording25,20.10.2020,20.10.2020,14:19:28.300,12:19:28.300,54123,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",8149059381.0,,,1442.0,72.0,1398.0,105.0,1486.0,38.0,"0,36711","-0,09923","-0,92487","0,28456","-0,13650","-0,94889","4,73","4,73",Valid,Valid,"196,1","79,4","471,5","263,1","79,7","480,8","383,2","28,8","407,3","10,5","0,8230","0,0664","0,7935","0,0974","0,8524","0,0355",103111957_1133015250388940_5990313860353693579_n,103111957_1133015250388940_5990313860353693579_n.jpg,1493.0,1080.0,214.0,0.0,2000.0,1447.0,Fixation,167.0,30.0,1438.0,62.0,"0,8205","0,0576",,
249603,10291944,8479191201,Eye Tracker,Test group experiment,29.10.2020,Participant0007,Recording25,20.10.2020,20.10.2020,14:19:28.300,12:19:28.300,54123,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",8149067712.0,,,1440.0,82.0,1398.0,110.0,1482.0,55.0,"0,36692","-0,09717","-0,92516","0,28296","-0,12870","-0,95046",,,Valid,Valid,"196,1","79,5","471,3","263,2","80,1","480,2","383,1","30,0","406,1","15,1","0,8214","0,0763","0,7932","0,1016","0,8496","0,0511",103111957_1133015250388940_5990313860353693579_n,103111957_1133015250388940_5990313860353693579_n.jpg,1493.0,1080.0,214.0,0.0,2000.0,1447.0,Fixation,167.0,30.0,1438.0,62.0,"0,8205","0,0576",,
249604,10300252,8479199509,Eye Tracker,Test group experiment,29.10.2020,Participant0007,Recording25,20.10.2020,20.10.2020,14:19:28.300,12:19:28.300,54123,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",8149076019.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,103111957_1133015250388940_5990313860353693579_n,103111957_1133015250388940_5990313860353693579_n.jpg,1493.0,1080.0,214.0,0.0,2000.0,1447.0,Fixation,167.0,30.0,1438.0,62.0,"0,8205","0,0576",,
249605,10308584,8479207841,Eye Tracker,Test group experiment,29.10.2020,Participant0007,Recording25,20.10.2020,20.10.2020,14:19:28.300,12:19:28.300,54123,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",8149084351.0,,,1402.0,89.0,1402.0,89.0,,,"0,36860","-0,10868","-0,92321",,,,"4,73",,Valid,Invalid,"196,1","79,8","471,3",,,,"384,3","24,3",,,"0,7963","0,0824","0,7963","0,0824",,,103111957_1133015250388940_5990313860353693579_n,103111957_1133015250388940_5990313860353693579_n.jpg,1493.0,1080.0,214.0,0.0,2000.0,1447.0,Fixation,167.0,30.0,1438.0,62.0,"0,8205","0,0576",,
249606,10316915,8479216172,Eye Tracker,Test group experiment,29.10.2020,Participant0007,Recording25,20.10.2020,20.10.2020,14:19:28.300,12:19:28.300,54123,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",8149092681.0,,,1441.0,66.0,1404.0,83.0,1478.0,49.0,"0,36911","-0,11197","-0,92262","0,28207","-0,13487","-0,94987",,,Valid,Valid,"196,1","79,9","471,2","263,1","81,3","478,6","384,7","22,8","405,2","13,3","0,8222","0,0610","0,7971","0,0770","0,8473","0,0450",103111957_1133015250388940_5990313860353693579_n,103111957_1133015250388940_5990313860353693579_n.jpg,1493.0,1080.0,214.0,0.0,2000.0,1447.0,Fixation,167.0,30.0,1438.0,62.0,"0,8205","0,0576",,
249607,10325276,8479224533,Eye Tracker,Test group experiment,29.10.2020,Participant0007,Recording25,20.10.2020,20.10.2020,14:19:28.300,12:19:28.300,54123,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",8149101042.0,,,1403.0,88.0,1403.0,88.0,,,"0,36940","-0,10984","-0,92276",,,,,,Valid,Invalid,"196,0","80,1","471,2",,,,"384,6","24,0",,,"0,7970","0,0812","0,7970","0,0812",,,103111957_1133015250388940_5990313860353693579_n,103111957_1133015250388940_5990313860353693579_n.jpg,1493.0,1080.0,214.0,0.0,2000.0,1447.0,Fixation,167.0,30.0,1438.0,62.0,"0,8205","0,0576",,
249608,10333581,8479232838,Eye Tracker,Test group experiment,29.10.2020,Participant0007,Recording25,20.10.2020,20.10.2020,14:19:28.300,12:19:28.300,54123,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",8149109347.0,,,1434.0,76.0,1400.0,93.0,1468.0,59.0,"0,36789","-0,10716","-0,92367","0,27813","-0,13081","-0,95159","4,64","4,67",Valid,Valid,"196,0","80,0","471,2","262,9","81,8","477,6","383,7","25,4","402,5","16,2","0,8176","0,0702","0,7947","0,0858","0,8406","0,0547",103111957_1133015250388940_5990313860353693579_n,103111957_1133015250388940_5990313860353693579_n.jpg,1493.0,1080.0,214.0,0.0,2000.0,1447.0,Fixation,167.0,30.0,1438.0,62.0,"0,8205","0,0576",,
249609,10341912,8479241169,Eye Tracker,Test group experiment,29.10.2020,Participant0007,Recording25,20.10.2020,20.10.2020,14:19:28.300,12:19:28.300,54123,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",8149117677.0,,,1432.0,75.0,1396.0,90.0,1469.0,59.0,"0,36636","-0,10849","-0,92413","0,27860","-0,13174","-0,95133",,,Valid,Valid,"195,9","80,0","471,0","262,8","82,1","477,0","382,7","24,7","402,5","16,1","0,8165","0,0690","0,7923","0,0837","0,8407","0,0544",103111957_1133015250388940_5990313860353693579_n,103111957_1133015250388940_5990313860353693579_n.jpg,1493.0,1080.0,214.0,0.0,2000.0,1447.0,Fixation,167.0,30.0,1438.0,62.0,"0,8205","0,0576",,
249610,10350248,8479249505,Eye Tracker,Test group experiment,29.10.2020,Participant0007,Recording25,20.10.2020,20.10.2020,14:19:28.300,12:19:28.300,54123,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",8149126013.0,,,1392.0,79.0,1392.0,79.0,,,"0,36441","-0,11484","-0,92413",,,,,,Valid,Invalid,"195,8","80,1","471,0",,,,"381,5","21,6",,,"0,7894","0,0730","0,7894","0,0730",,,103111957_1133015250388940_5990313860353693579_n,103111957_1133015250388940_5990313860353693579_n.jpg,1493.0,1080.0,214.0,0.0,2000.0,1447.0,Fixation,167.0,30.0,1438.0,62.0,"0,8205","0,0576",,
249611,10358611,8479257868,Eye Tracker,Test group experiment,29.10.2020,Participant0007,Recording25,20.10.2020,20.10.2020,14:19:28.300,12:19:28.300,54123,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",8149134375.0,,,1434.0,70.0,1400.0,79.0,1468.0,60.0,"0,36806","-0,11421","-0,92276","0,27927","-0,13228","-0,95106","4,65","4,61",Valid,Valid,"195,8","80,0","470,9","262,6","82,7","475,9","383,6","21,7","402,3","16,5","0,8174","0,0647","0,7945","0,0735","0,8403","0,0558",103111957_1133015250388940_5990313860353693579_n,103111957_1133015250388940_5990313860353693579_n.jpg,1493.0,1080.0,214.0,0.0,2000.0,1447.0,Fixation,167.0,30.0,1438.0,62.0,"0,8205","0,0576",,
249612,10366950,8479266207,Eye Tracker,Test group experiment,29.10.2020,Participant0007,Recording25,20.10.2020,20.10.2020,14:19:28.300,12:19:28.300,54123,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",8149142714.0,,,1435.0,84.0,1400.0,81.0,1471.0,87.0,"0,36857","-0,11336","-0,92266","0,28142","-0,11840","-0,95225",,,Valid,Valid,"195,8","80,0","470,7","262,6","82,9","475,2","383,8","22,2","403,0","23,9","0,8185","0,0778","0,7950","0,0750","0,8420","0,0807",103111957_1133015250388940_5990313860353693579_n,103111957_1133015250388940_5990313860353693579_n.jpg,1493.0,1080.0,214.0,0.0,2000.0,1447.0,Saccade,8.0,63.0,,,,,,
249613,10375248,8479274505,Eye Tracker,Test group experiment,29.10.2020,Participant0007,Recording25,20.10.2020,20.10.2020,14:19:28.300,12:19:28.300,54123,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",8149151012.0,,,1398.0,90.0,1398.0,90.0,,,"0,36773","-0,10855","-0,92358",,,,,,Valid,Invalid,"195,7","80,0","470,6",,,,"383,0","24,7",,,"0,7932","0,0837","0,7932","0,0837",,,103111957_1133015250388940_5990313860353693579_n,103111957_1133015250388940_5990313860353693579_n.jpg,1493.0,1080.0,214.0,0.0,2000.0,1447.0,Fixation,92.0,31.0,1404.0,102.0,"0,7976","0,0941",,
249614,10383615,8479282872,Eye Tracker,Test group experiment,29.10.2020,Participant0007,Recording25,20.10.2020,20.10.2020,14:19:28.300,12:19:28.300,54123,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",8149159378.0,,,1396.0,85.0,1396.0,85.0,,,"0,36709","-0,11128","-0,92351",,,,"4,69",,Valid,Invalid,"195,7","79,9","470,5",,,,"382,7","23,2",,,"0,7924","0,0786","0,7924","0,0786",,,103111957_1133015250388940_5990313860353693579_n,103111957_1133015250388940_5990313860353693579_n.jpg,1493.0,1080.0,214.0,0.0,2000.0,1447.0,Fixation,92.0,31.0,1404.0,102.0,"0,7976","0,0941",,
249615,10391910,8479291167,Eye Tracker,Test group experiment,29.10.2020,Participant0007,Recording25,20.10.2020,20.10.2020,14:19:28.300,12:19:28.300,54123,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",8149167673.0,,,1433.0,92.0,1395.0,87.0,1470.0,97.0,"0,36662","-0,11030","-0,92381","0,28256","-0,11473","-0,95236",,,Valid,Valid,"195,7","79,8","470,3","262,5","83,5","473,4","382,4","23,7","403,0","26,4","0,8167","0,0848","0,7915","0,0801","0,8419","0,0894",103111957_1133015250388940_5990313860353693579_n,103111957_1133015250388940_5990313860353693579_n.jpg,1493.0,1080.0,214.0,0.0,2000.0,1447.0,Fixation,92.0,31.0,1404.0,102.0,"0,7976","0,0941",,
