,Recording timestamp,Computer timestamp,Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration,Timeline name,Recording Fixation filter name,Recording software version,Recording resolution height,Recording resolution width,Recording monitor latency,Eyetracker timestamp,Event,Event value,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,Validity left,Validity right,Eye position left X (DACSmm),Eye position left Y (DACSmm),Eye position left Z (DACSmm),Eye position right X (DACSmm),Eye position right Y (DACSmm),Eye position right Z (DACSmm),Gaze point left X (DACSmm),Gaze point left Y (DACSmm),Gaze point right X (DACSmm),Gaze point right Y (DACSmm),Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Gaze point left X (MCSnorm),Gaze point left Y (MCSnorm),Gaze point right X (MCSnorm),Gaze point right Y (MCSnorm),Presented Stimulus name,Presented Media name,Presented Media width,Presented Media height,Presented Media position X (DACSpx),Presented Media position Y (DACSpx),Original Media width,Original Media height,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Fixation point X (MCSnorm),Fixation point Y (MCSnorm),Mouse position X,Mouse position Y
8768,3690357,1225069768380,,Participant0028,17.02.2021,Participant0028,Recording2,17.02.2021,17.02.2021,15:22:37.413,14:22:37.413,64023,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",,Eye tracker Calibration end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EyesNotFound,8.0,6.0,,,,,,
8769,3690357,1225069768380,,Participant0028,17.02.2021,Participant0028,Recording2,17.02.2021,17.02.2021,15:22:37.413,14:22:37.413,64023,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",,ImageStimulusStart,babelia 6164137243739591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EyesNotFound,8.0,6.0,,,,,,
8770,3694930,1225069772953,Eye Tracker,Participant0028,17.02.2021,Participant0028,Recording2,17.02.2021,17.02.2021,15:22:37.413,14:22:37.413,64023,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",3553276085.0,,,274.0,33.0,227.0,42.0,321.0,25.0,"-0,31330","0,02819","-0,94923","-0,36929","0,01736","-0,92915",,,Valid,Valid,"245,1","-4,9","554,1","308,9","-3,6","556,1","62,2","11,5","87,9","6,8","0,0871","0,0310","0,0588","0,0390","0,1153","0,0229",babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Unclassified,17.0,8.0,,,,,,
8771,3703252,1225069781275,Eye Tracker,Participant0028,17.02.2021,Participant0028,Recording2,17.02.2021,17.02.2021,15:22:37.413,14:22:37.413,64023,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",3553284407.0,,,269.0,38.0,216.0,52.0,321.0,25.0,"-0,31839","0,03153","-0,94743","-0,36944","0,01714","-0,92910","3,88","4,00",Valid,Valid,"245,2","-4,2","553,2","309,0","-3,5","555,9","59,3","14,2","87,9","6,8","0,0839","0,0355","0,0525","0,0480","0,1153","0,0229",babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Unclassified,17.0,8.0,,,,,,
8772,3711523,1225069789546,Eye Tracker,Participant0028,17.02.2021,Participant0028,Recording2,17.02.2021,17.02.2021,15:22:37.413,14:22:37.413,64023,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",3553292677.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,EyesNotFound,8.0,7.0,,,,,,
8773,3719854,1225069797877,Eye Tracker,Participant0028,17.02.2021,Participant0028,Recording2,17.02.2021,17.02.2021,15:22:37.413,14:22:37.413,64023,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",3553301008.0,,,263.0,90.0,216.0,69.0,310.0,112.0,"-0,31920","0,03797","-0,94693","-0,37350","0,05657","-0,92590",,,Valid,Valid,"245,2","-3,3","551,5","308,9","-3,2","555,4","59,3","18,8","84,9","30,7","0,0805","0,0838","0,0524","0,0636","0,1086","0,1040",babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Unclassified,17.0,9.0,,,,,,
8774,3728192,1225069806215,Eye Tracker,Participant0028,17.02.2021,Participant0028,Recording2,17.02.2021,17.02.2021,15:22:37.413,14:22:37.413,64023,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",3553309346.0,,,268.0,91.0,221.0,81.0,315.0,100.0,"-0,31803","0,04251","-0,94713","-0,37173","0,05086","-0,92695","3,89","3,94",Valid,Valid,"245,3","-2,6","550,3","308,9","-3,0","555,2","60,5","22,1","86,3","27,4","0,0833","0,0839","0,0550","0,0749","0,1116","0,0928",babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Unclassified,17.0,9.0,,,,,,
8775,3736523,1225069814546,Eye Tracker,Participant0028,17.02.2021,Participant0028,Recording2,17.02.2021,17.02.2021,15:22:37.413,14:22:37.413,64023,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",3553317676.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,EyesNotFound,8.0,8.0,,,,,,
8776,3744833,1225069822856,Eye Tracker,Participant0028,17.02.2021,Participant0028,Recording2,17.02.2021,17.02.2021,15:22:37.413,14:22:37.413,64023,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",3553325986.0,,,269.0,88.0,220.0,79.0,317.0,96.0,"-0,31895","0,04035","-0,94691","-0,37088","0,04862","-0,92741",,,Valid,Valid,"245,1","-1,6","548,3","308,7","-2,8","554,6","60,4","21,8","86,9","26,3","0,0840","0,0813","0,0549","0,0736","0,1131","0,0890",babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Unclassified,17.0,10.0,,,,,,
8777,3753153,1225069831176,Eye Tracker,Participant0028,17.02.2021,Participant0028,Recording2,17.02.2021,17.02.2021,15:22:37.413,14:22:37.413,64023,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",3553334306.0,,,285.0,55.0,237.0,89.0,333.0,21.0,"-0,31261","0,04374","-0,94887","-0,36490","0,01410","-0,93094","3,89","4,03",Valid,Valid,"245,2","-0,9","547,2","308,7","-2,7","554,3","64,9","24,4","91,4","5,7","0,0938","0,0509","0,0647","0,0825","0,1229","0,0194",babelia 6164137243739591,babelia 6164137243739591.jpg,1662.0,1080.0,129.0,0.0,640.0,416.0,Unclassified,17.0,10.0,,,,,,
